Question|Option1|Option2|Option3|Option4|Option5|Answer1|Answer2|Answer3|Answer4|Answer5|Notes|xNotes
税务干部失职渎职，犯滥用职权罪的，应承担的刑事责任的最高法定刑罚为七年有期徒刑。（    ）|正确|错误||||2|||||国家机关工作人员徇私舞弊，犯滥用职权罪的，情节特别严重的，处5年以上10年以下有期徒刑。|国家机关工作人员徇私舞弊，犯滥用职权罪的，情节特别严重的，处5年以上10年以下有期徒刑。
如主送机关名称过多导致公文首页不能显示正文时，应将主送机关名称移至版记部分。（   ）|正确|错误||||1||||||
各级税务机关可以以函的形式向下一级政府行文，商洽工作、询问和答复问题、审批事项。（   ）|正确|错误||||1||||||
税务公文文种通知可以作平行文使用。（   ）|正确|错误||||1||||||
沟通是一个双向传输的过程，离开了反馈，沟通就无法进行。（   ）|正确|错误||||1||||||
税务系统特别重大（Ⅰ级）、重大（Ⅱ级） 突发事件发生后， 事发地税务机关要立即报告上一级税务机关，最迟不超过3小时。（   ）|正确|错误||||2|||||最迟不超过1小时|最迟不超过1小时
按照现行规定，接待对象为3人，陪餐人数不得超过1人。（   ）|正确|错误||||2|||||不得超过3人|不得超过3人
税收是政府依据其社会管理职能，为满足社会公共需要，凭借政治权力，运用法律手段，强制、无偿地取得财政收入的一种形式。（   ）|正确|错误||||1||||||
年应税销售额超过小规模纳税人标准的其他个人按小规模纳税人纳税；非企业性单位、不经常发生应税行为的企业可选择按小规模纳税人纳税。（   ）|正确|错误||||1||||||
由于货物的增值税税率有基本税率和低税率两档之分，因此提供加工修理修配劳务的适用税率在选择时具体应依据所加工修理修配的对象的适用税率而定。（   ）|正确|错误||||2|||||提供加工修理修配劳务的税率只有17%。|提供加工修理修配劳务的税率只有17%。
纳税人为销售货物出租出借包装物而收取的押金，单独记账核算的，不并入销售额征税。但对因逾期未收回包装物不再退还的押金，应按所包装货物的适用税率征收增值税。（   ）|正确|错误||||1||||||
采取赊销和分期收款方式销售货物，增值税纳税义务发生时间书面合同约定的收款日期的当天，无书面合同的或者书面合同没有约定收款日期的，为货物发出的当天。（   ）|正确|错误||||1||||||
增值税应税销售额以人民币计算。纳税人按照人民币以外的货币结算销售额的，应当折合成人民币计算，折合率可以选择销售额发生的当天或者当月1日的人民币汇率中间价。纳税人应当在事先确定采用何种折合率，确定后36个月不得变更。（   ）|正确|错误||||2|||||纳税人应当在事先确定采用何种折合率，确定后1年内不得变更。|纳税人应当在事先确定采用何种折合率，确定后1年内不得变更。
适用增值税免税政策的出口货物劳务，其进项税额不得抵扣和退税，应当转入成本。（   ）|正确|错误||||1||||||
进口的应税消费品，于报关进口时纳税。进口应税消费品的消费税由海关代征。（   ）|正确|错误||||1||||||
房产税的征税范围为城市、县城、建制镇和农村。（   ）|正确|错误||||2|||||房产税的征税范围为城市、县城、建制镇和工矿区。|房产税的征税范围为城市、县城、建制镇和工矿区。
纳税人通过招标、拍卖、挂牌方式取得的建设用地，不属于新征用的耕地，应从合同约定交付土地时间的次月起缴纳城镇土地使用税；合同未约定交付土地时间的，从合同签订的次月起缴纳城镇土地使用税。（   ）|正确|错误||||1||||||
车船税纳税义务发生时间为取得车船所有权或者管理权的当月，即应当以购买车船的发票或者其他证明文件所载日期的当月为准。购置的新车船，购置当年的应纳税额自纳税义务发生的次月起按月计算。（   ）|正确|错误||||2|||||购置的新车船，购置当年的应纳税额自纳税义务发生的当月起按月计算。|购置的新车船，购置当年的应纳税额自纳税义务发生的当月起按月计算。
对通过“招、拍、挂” 程序承受国有土地使用权的，应按照土地成交总价款计征契税，其中的土地前期开发成本不得扣除。（  ）|正确|错误||||1||||||
非居民企业委托营业代理人在中国境内从事生产经营活动，包括委托单位或个人经常代其签合同，或者储存、交付货物等，该营业代理人视为非居民企业在中国境内设立的机构、场所。（   ）|正确|错误||||1||||||
企业和其他取得收入的组织是企业所得税的纳税人，包括国有企业、外资企业、中外合资企业、个人独资企业和合伙企业等。（   ）|正确|错误||||2|||||个人独资企业和合伙企业不适用企业所得税法，不属于企业所得税纳税人。|个人独资企业和合伙企业不适用企业所得税法，不属于企业所得税纳税人。
企业以买一赠一等方式组合销售本企业商品的，不属于捐赠，应将总的销售金额按各项商品的公允价值的比例来分摊确认各项的销售收入。（  ）|正确|错误||||1||||||
税法规定生产性生物资产的最低折旧年限为10年。（   ）|正确|错误||||2|||||生产性生物资产分为林木类和畜类，林木类为10年，畜类为3年。|生产性生物资产分为林木类和畜类，林木类为10年，畜类为3年。
企业的接受捐赠收入属于不征税收入。（   ）|正确|错误||||2|||||接受捐赠收入为应税收入。|接受捐赠收入为应税收入。
符合条件的居民企业之间的股息、红利等权益性投资收益属于免税收入。但是不包括连续持有居民企业公开发行并上市流通的股票不足6个月取得的投资收益。（   ）|正确|错误||||2|||||符合条件的居民企业之间的股息、红利等权益性投资收益属于免税收入。但是不包括连续持有居民企业公开发行并上市流通的股票不足12个月取得的投资收益。|符合条件的居民企业之间的股息、红利等权益性投资收益属于免税收入。但是不包括连续持有居民企业公开发行并上市流通的股票不足12个月取得的投资收益。
一个纳税年度内，居民企业技术转让所得不超过500万元的部分，免征企业所得税；超过500万元但不超过1000万的部分，减半征收企业所得税；超过1000万的部分，全额征收企业所得税。（   ）|正确|错误||||2|||||一个纳税年度内，居民企业技术转让所得不超过500万元的部分，免征企业所得税；超过500万元的部分，减半征收企业所得税。|一个纳税年度内，居民企业技术转让所得不超过500万元的部分，免征企业所得税；超过500万元的部分，减半征收企业所得税。
企业在汇总计算缴纳企业所得税时，其境外营业机构的亏损不得抵减境内营业机构的盈利。（   ）|正确|错误||||1||||||
非居民企业在中国境内未设立机构、场所的，或者虽设立机构、场所但取得的所得与其所设机构、场所没有实际联系的，应当就其来源于中国境内的所得缴纳企业所得税。适用税率为20%，同时减按15%的税率征收企业所得税。（    ）|正确|错误||||2|||||适用税率为20%，同时减按10%的税率征收企业所得税。|适用税率为20%，同时减按10%的税率征收企业所得税。
个体工商户和个人独资、合伙企业投资者取得的生产、经营所得应纳的税款，分月预缴的，纳税人在每月终了后15日内办理纳税申报；分季预缴的，纳税人在每个季度终了后15日内办理纳税申报。纳税年度终了后，纳税人在5个月内进行汇算清缴。（   ）|正确|错误||||2|||||纳税年度终了后，纳税人在3个月内进行汇算清缴。|纳税年度终了后，纳税人在3个月内进行汇算清缴。
个人将其所得通过中国境内的社会团体、国家机关向教育和其他社会公益事业以及遭受严重自然灾害地区、贫困地区的捐赠，捐赠额未超过纳税人申报的应纳税所得额12%的部分，可以从其应纳税所得额中扣除。（   ）|正确|错误||||2|||||捐赠额未超过纳税人申报的应纳税所得额30%的部分，可以从其应纳税所得额中扣除。|捐赠额未超过纳税人申报的应纳税所得额30%的部分，可以从其应纳税所得额中扣除。
印花税的应纳税额不足1角的，免纳印花税；1角以上的，其税额尾数不满5分的不计，满5分的按1角计算。（   ）|正确|错误||||1||||||
符合应清算条件的纳税人，须在满足清算条件之日起60日内到主管税务机关办理土地增值税清算手续。（   ）|正确|错误||||2|||||符合应清算条件的纳税人，须在满足清算条件之日起90日内到主管税务机关办理土地增值税清算手续。p132|符合应清算条件的纳税人，须在满足清算条件之日起90日内到主管税务机关办理土地增值税清算手续。p132
加收滞纳金的起止时间，为法律、行政法规规定或者税务机关依照法律、行政法规的规定确定的税款缴纳期限届满之日起至纳税人、扣缴义务人实际缴纳或者解缴税款之日止。（     ）|正确|错误||||2|||||加收滞纳金的起止时间，为法律、行政法规规定或者税务机关依照法律、行政法规的规定确定的税款缴纳期限届满次日起至纳税人、扣缴义务人实际缴纳或者解缴税款之日止。p142|加收滞纳金的起止时间，为法律、行政法规规定或者税务机关依照法律、行政法规的规定确定的税款缴纳期限届满次日起至纳税人、扣缴义务人实际缴纳或者解缴税款之日止。p142
欠缴税款的纳税人或者其法定代表人需要出境的，应当在出境前向税务机关结清应纳税款、滞纳金。未结清应纳税款、滞纳金的，税务机关可以通知出境管理机关阻止其出境。（     ）|正确|错误||||2|||||欠缴税款的纳税人或者其法定代表人需要出境的，应当在出境前向税务机关结清应纳税款、滞纳金或者提供担保。未结清税款、滞纳金，又不提供担保的，税务机关可以通知出境管理机关阻止其出境。p144|欠缴税款的纳税人或者其法定代表人需要出境的，应当在出境前向税务机关结清应纳税款、滞纳金或者提供担保。未结清税款、滞纳金，又不提供担保的，税务机关可以通知出境管理机关阻止其出境。p144
除法律另有规定的外，税务机关征收税款，税收优先于无担保债权、罚款和没收违法所得，但不得优于已设定担保的债权。（     ）|正确|错误||||2|||||税务机关征收税款，税收优先于无担保债权，法律另有规定的除外；纳税人欠缴的税款发生在纳税人以其财产设定抵押、质押或者纳税人的财产被留置之前的，税收应当先于抵押权、质权、留置权执行。纳税人欠缴税款，同时又被行政机关决定处以罚款、没收违法所得的，税收优先于罚款、没收违法所得。p144|税务机关征收税款，税收优先于无担保债权，法律另有规定的除外；纳税人欠缴的税款发生在纳税人以其财产设定抵押、质押或者纳税人的财产被留置之前的，税收应当先于抵押权、质权、留置权执行。纳税人欠缴税款，同时又被行政机关决定处以罚款、没收违法所得的，税收优先于罚款、没收违法所得。p144
当事人对税务机关的处罚决定逾期不申请行政复议也不向人民法院起诉、又不履行的，作出处罚决定的税务机关可以依法采取强制执行措施，也可以申请人民法院强制执行。（    ）|正确|错误||||1||||||
民法调整平等主体的自然人、法人和非法人组织之间的人身关系和财产关系。（    ）|正确|错误||||1||||||
民法总则规定了自然人、法人、非法人组织三类民事主体。（   ）|正确|错误||||1||||||
非法人组织的财产不足以清偿债务的，其出资人或者设立人承担无限责任。（   ）|正确|错误||||1||||||
授权性规范， 通常就是任意性规范。（   ）|正确|错误||||1||||||
根据法律规定内容的不同， 将法分为实体法和程序法。（   ）|正确|错误||||1||||||
法一般没有溯及力， 这是法的溯及力问题中的一个基本原则。（   ）|正确|错误||||1||||||
在我国， 解释宪法的权力主要由全国人大常委会行使。（   ）|正确|错误||||1||||||
自债务人的行为发生之日起3 年内没有行使撤销权的，该撤销权消灭。（  ）|正确|错误||||2|||||自债务人的行为发生之日起5年内没有行使撤销权的，该撤销权消灭。|自债务人的行为发生之日起5年内没有行使撤销权的，该撤销权消灭。
债权申报是指债权人在法院受理破产申请后依照法定程序和期限， 主张并证明其债权存在，参加破产程序的法律行为，是行使权利的基础。（   ）|正确|错误||||1||||||
纳税人在公安机关立案后再补缴应纳税款、缴纳滞纳金或者接受行政处罚的，不追究刑事责任。（   ）|正确|错误||||2|||||纳税人在公安机关立案后再补缴应纳税款、缴纳滞纳金或者接受行政处罚的，不影响刑事责任的追究。|纳税人在公安机关立案后再补缴应纳税款、缴纳滞纳金或者接受行政处罚的，不影响刑事责任的追究。
税务行政法律关系的主体包括税务行政主体和税务行政相对人。（   ）|正确|错误||||1||||||
行政许可是非要式行政行为。（   ）|正确|错误||||2|||||行政许可是要式行政行为。|行政许可是要式行政行为。
对当事人的同一个违法行为， 不得给予两次以上罚款的行政处罚。（   ）|正确|错误||||1||||||
违反税收法律、行政法规应当给予行政处罚的行为， 在两年内未被发现的， 不再给予行政处罚。（    ）|正确|错误||||2|||||违反税收法律、行政法规应当给予行政处罚的行为，在五年内未被发现的，不再给予行政处罚。|违反税收法律、行政法规应当给予行政处罚的行为，在五年内未被发现的，不再给予行政处罚。
当事人对行政处罚决定不服申请行政复议或者提起行政诉讼的， 行政处罚不停止执行， 法律另有规定的除外。（   ）|正确|错误||||1||||||
行政强制分为行政强制措施和行政强制执行。（   ）|正确|错误||||1||||||
对各级国家税务局的具体行政行为不服的， 向其上一级国家税务局申请行政复议。（   ）|正确|错误||||1||||||
 税务行政复议机关收到复议申请以后，应当在7 日内审查，决定是否受理。（     ）|正确|错误||||2|||||税务行政复议机关收到复议申请以后，应当在5日内审查，决定是否受理。|税务行政复议机关收到复议申请以后，应当在5日内审查，决定是否受理。
可变现净值是指在正常生产经营过程中， 以预计售价减去进一步加工成本和预计销售费用以及相关税费后的净值。可变现净值通常用于盘盈固定资产的计量。（   ）|正确|错误||||2|||||可变现净值通常应用于存货资产减值情况下的后续计量。|可变现净值通常应用于存货资产减值情况下的后续计量。
会计上所称的“资产”仅指过去的交易或事项形成的、由企业拥有、预期会给企业带来经济利益流入的资源。（   ）|正确|错误||||2|||||会计上所称的“资产”仅指过去的交易或事项形成的、由企业拥有或者控制的、预期会给企业带来经济利益流入的资源。|会计上所称的“资产”仅指过去的交易或事项形成的、由企业拥有或者控制的、预期会给企业带来经济利益流入的资源。
在借贷记账法下，成本类账户的借方登记增加数，贷方登记减少数，期末无余额。（   ）|正确|错误||||2|||||生产成本作为成本类账户期末有余额.|生产成本作为成本类账户期末有余额.
收入是指企业在日常活动中形成的、会导致所有者权益增加的、与所有者投入资本无关的经济利益的总流入。收入包括主营业务收入、其他业务收入和营业外收入。（    ）|正确|错误||||2|||||收入是指企业在日常活动中形成的、会导致所有者权益增加的、与所有者投入资本无关的经济利益的总流入。收入包括主营业务收入和其他业务收入。|收入是指企业在日常活动中形成的、会导致所有者权益增加的、与所有者投入资本无关的经济利益的总流入。收入包括主营业务收入和其他业务收入。
产品生产成本一般包括以下四个部分直接材料、燃料和动力、直接人工、制造费用。（   ）|正确|错误||||1||||||
企业在缴纳本月增值税时，应借记“应交税费——应交增值税（未交税金）”账户。（    ）|正确|错误||||2|||||企业在缴纳本月增值税时，应借记“应交税费——应交增值税（已交税金）”账户|企业在缴纳本月增值税时，应借记“应交税费——应交增值税（已交税金）”账户
“累计折旧” 账户属于资产类账户， 其借方登记按月计提的固定资产折旧额， 贷方登记因固定资产实物减少应注销的已提折旧额， 期末余额在借方， 表示企业现有固定资产已计提的累计折旧额。（   ）|正确|错误||||2|||||“累计折旧”账户属于资产类账户，其贷方登记按月计提的固定资产折旧额，借方登记因固定资产实物减少应注销的已提折旧额，期末余额在贷方，表示企业现有固定资产已计提的累计折旧额。|“累计折旧”账户属于资产类账户，其贷方登记按月计提的固定资产折旧额，借方登记因固定资产实物减少应注销的已提折旧额，期末余额在贷方，表示企业现有固定资产已计提的累计折旧额。
资产负债表是反应企业在某一特定日期的财务状况的会计报表，是一张静态的会计报表，采用账户式格式。（    ）|正确|错误||||1||||||
“固定资产” 账户属于资产类账户， “固定资产” 账户借方登记固定资产的增加数， 贷方登记因实物减少而减少的固定资产原始价值， 期末账户余额在借方， 表示企业拥有的固定资产净值。（    ）|正确|错误||||2|||||“固定资产”账户属于资产类账户，“固定资产”账户借方登记固定资产的增加数，贷方登记因实物减少而减少的固定资产原始价值，期末账户余额在借方，表示企业拥有的固定资产原始价值。|“固定资产”账户属于资产类账户，“固定资产”账户借方登记固定资产的增加数，贷方登记因实物减少而减少的固定资产原始价值，期末账户余额在借方，表示企业拥有的固定资产原始价值。
基本生产车间的生产设备计提的折旧费构成产品成本。（    ）|正确|错误||||1||||||
利润表中的“营业收入”项目应根据“主营业务收入” “其他业务收入” 科目的发生额分析填列。（    ）。|正确|错误||||1||||||
企业接受投资者投入非现金资产，应贷记“实收资本”账户。（    ）|正确|错误||||1||||||
全面试行营业税改征增值税后，“营业税金及附加”科目名称调整为“税金及附加”科目（    ）|正确|错误||||1||||||
“制造费用”属于成本类账户，借方登记本月发生的各种制造费用，贷方登记分配结转应由各产品负担的制造费用，期末余额一般在借方，表示尚未完工的在产品成本。（    ）|正确|错误||||2|||||制造费用期末一般无余额|制造费用期末一般无余额
在计算印花税、城建税、所得税和房产税时，应借记“税金及附加”账户。（    ）|正确|错误||||2|||||所得税不通过“税金及附加”账户核算|所得税不通过“税金及附加”账户核算
税收信息化是将信息技术广泛应用于税务管理，深度开发和利用信息资源，提高管理、监控、服务水平，并由此推动税务部门业务重组、流程再造、文化重塑，进而推进税务管理现代化建设的综合过程。（   ）|正确|错误||||1||||||
每个文件都有扩展名，都为3个字符。（    ）|正确|错误||||2|||||每个文件都有扩展名，通常为3个字符。|每个文件都有扩展名，通常为3个字符。
IE浏览器可以根据工作需要自定义工具栏，实现显示、隐藏部分工具栏或者添加工具栏工具按钮等功能。（   ）|正确|错误||||1||||||
Word提供了自动保存功能，可以设置定时保存。（    ）|正确|错误||||1||||||
在对文本设置格式的过程中，单击“格式刷”按钮，就可以多次复制格式。（    ）|正确|错误||||2|||||在文本设置格式的过程中，单击“格式刷”按钮，只可以复制一次格式。双击“格式刷”按钮，就可以多次复制格式。|在文本设置格式的过程中，单击“格式刷”按钮，只可以复制一次格式。双击“格式刷”按钮，就可以多次复制格式。
Excel中，单元格是组成工作表的最小单位。（    ）|正确|错误||||1||||||
用于税务内网的移动介质有时也可以用在外网机器上。（   ）|正确|错误||||2|||||要严格划分移动介质的使用范围，内网、外网分开使用。|要严格划分移动介质的使用范围，内网、外网分开使用。
《中华人民共和国网络安全法》自2017年6月1日起施行。（   ）|正确|错误||||1||||||
纳税人在本市跨区（县）转让其取得的不动产，应按照规定的纳税义务发生时间和计税方法，向不动产所在地主管税务机关预缴税款，向机构所在地主管税务机关申报纳税。（   ）|正确|错误||||1||||||
依据《国家税务总局关于全面开展企业所得税重点税源和高风险事项团队管理工作的通知》（税总函[2016]148号），企业所得税重点税源和高风险事项团队管理是税务总局对省局的绩效考评项目。省局要用好“绩效考评”指挥棒，向下传导压力，部署工作要求，统筹管理资源，加强业务指导，认真总结风险团队管理工作。|正确|错误||||1||||||
依据《关于转发《财政部国家税务总局民政部关于公益性捐赠税前扣除资格确认审批有关调整事项的通知》的通知》（沪财税[2016]32号），上海市财政、税务、民政等部门结合社会组织登记注册、公益活动情况，联合确认社会组织公益性捐赠税前扣除资格，并以公告方式向社会公告社会组织公益性捐赠税前扣除资格名单。|正确|错误||||1||||||
依据《关于转发《财政部国家税务总局民政部关于公益性捐赠税前扣除资格确认审批有关调整事项的通知》的通知》（沪财税[2016]32号），新登记设立基金会对照相关规定条件进行自我评价，认为符合条件的，在民政部门领取三证合一的证书时，填报《确认公益性社会团体捐赠税前扣除资格自我评价情况表（新设立基金会适用）》交主管民政部门。|正确|错误||||1||||||
依据《财政部国家税务总局关于公益股权捐赠企业所得税政策问题的通知》（财税[2016]45号），为支持和鼓励公益事业发展，企业向公益性社会团体实施的股权捐赠，在企业所得税处理上无需视同转让股权。|正确|错误||||2|||||企业向公益性社会团体实施的股权捐赠，应按规定视同转让股权，股权转让收入额以企业所捐赠股权取得时的历史成本确定。|企业向公益性社会团体实施的股权捐赠，应按规定视同转让股权，股权转让收入额以企业所捐赠股权取得时的历史成本确定。
依据《财政部国家税务总局关于公益股权捐赠企业所得税政策问题的通知》（财税[2016]45号），本通知所称股权捐赠行为，是指企业向中华人民共和国境内外公益性社会团体实施的股权捐赠行为。|正确|错误||||2|||||本通知所称公益性社会团体，是指注册在中华人民共和国境内，以发展公益事业为宗旨、且不以营利为目的，并经确定为具有接受捐赠税前扣除资格的基金会、慈善组织等公益性社会团体。|本通知所称公益性社会团体，是指注册在中华人民共和国境内，以发展公益事业为宗旨、且不以营利为目的，并经确定为具有接受捐赠税前扣除资格的基金会、慈善组织等公益性社会团体。
依据《财政部国家税务总局发展改革委工业和信息化部关于软件和集成电路产业企业所得税优惠政策有关问题的通知》（财税[2016]49号），享受财税[2012]27号文件规定的税收优惠政策的软件、集成电路企业，每年汇算清缴时应按照《国家税务总局关于发布〈企业所得税优惠政策事项办理办法〉的公告》（国家税务总局公告2015年第76号）规定向税务机关备案，同时提交《享受企业所得税优惠政策的软件和集成电路企业备案资料明细表》规定的备案资料。|正确|错误||||1||||||
依据《财政部国家税务总局发展改革委工业和信息化部关于软件和集成电路产业企业所得税优惠政策有关问题的通知》（财税[2016]49号），软件、集成电路企业规定条件中所称研究开发费用政策口径，2015及以后年度按照《财政部国家税务总局科技部关于完善研究开发费用税前加计扣除政策的通知》（财税[2015]119号）的规定执行。|正确|错误||||2|||||2016年及以后年度按照《财政部国家税务总局科技部关于完善研究开发费用税前加计扣除政策的通知》（财税〔2015〕119号）的规定执行。|2016年及以后年度按照《财政部国家税务总局科技部关于完善研究开发费用税前加计扣除政策的通知》（财税〔2015〕119号）的规定执行。
依据《财政部国家税务总局发展改革委工业和信息化部关于软件和集成电路产业企业所得税优惠政策有关问题的通知》（财税[2016]49号），如果在获利年度次年的企业所得税汇算清缴之前取得相关认定资质，该企业可从获利年度起享受相应的定期减免税优惠；如果在获利年度次年的企业所得税汇算清缴之后取得相关认定资质，该企业应在取得相关认定资质起，就其从获利年度起计算的优惠期的剩余年限享受相应的定期减免优惠。|正确|错误||||2|||||软件、集成电路企业应从企业的获利年度起计算定期减免税优惠期。如获利年度不符合优惠条件的，应自首次符合软件、集成电路企业条件的年度起，在其优惠期的剩余年限内享受相应的减免税优惠。|软件、集成电路企业应从企业的获利年度起计算定期减免税优惠期。如获利年度不符合优惠条件的，应自首次符合软件、集成电路企业条件的年度起，在其优惠期的剩余年限内享受相应的减免税优惠。
依据《关于修改按经费支出换算收入方式核定非居民企业应纳税所得额计算公式的公告》（国家税务总局公告2016年第28号），非居民企业所得税核定征收的方式中按经费支出换算收入后计算应纳税所得额的计算公式修改为：应纳税所得额＝本期经费支出额/（1－核定利润率）×核定利润率。|正确|错误||||1||||||
依据《关于修改按经费支出换算收入方式核定非居民企业应纳税所得额计算公式的公告》（国家税务总局公告2016年第28号），非居民企业所得税核定征收的方式中按经费支出换算收入后计算应纳税所得额的计算公式修改为：应纳税所得额＝本期经费支出额/（1－核定利润率－增值税税率）×核定利润率。|正确|错误||||2|||||算公式修改为：应纳税所得额＝本期经费支出额/（1－核定利润率）×核定利润率|算公式修改为：应纳税所得额＝本期经费支出额/（1－核定利润率）×核定利润率
依据《关于修订印发《高新技术企业认定管理工作指引》的通知》（国科发火[2016]195号），企业仅发生名称变更，不涉及重大变化，符合高新技术企业认定条件的，由认定机构在本地区公示10个工作日，无异议的，由认定机构重新核发认定证书，编号与有效期不变，并在“高新技术企业认定管理工作网”上公告。|正确|错误||||1||||||
依据《关于修订印发《高新技术企业认定管理工作指引》的通知》（国科发火[2016]195号），申请认定时专利的有效性以企业申请认定前获得授权证书或授权通知书并能提供缴费收据为准。|正确|错误||||1||||||
依据《关于印发《股权奖励个人所得税政策备案事项操作规程（试行）》和《转增股本个人所得税政策备案事项操作规程（试行）》的通知》（沪地税函[2016]32号），对已办理股权奖励个人所得税政策备案后发生技术人员转让奖励的股权（含奖励股权孳生的送、转股）并取得现金收入的以及企业依法宣告破产的，企业应当自发生变化之日起30日内向主管税务机关报告；不再符合文件规定条件的部分，停止执行分期缴纳政策。|正确|错误||||1||||||
依据《关于做好金税三期个人所得税扣缴系统客户端优化升级工作的通知》（沪地税函[2016]37号），金税三期个人所得税扣缴系统客户端经过优化升级，除保留原有申报功能外，还整合了个体工商户替业主、个人独资企业替投资人、合伙企业替合伙人代为办理申报个人所得税功能。（     ）|正确|错误||||1||||||
依据《关于印发《优化促进科技成果转化有关个人所得税受理事项管理规程（试行）》的通知》（沪地税函[2016]39号），各分局应在每年6月30日和12月31日前，将落实科技成果转化暂不征收个人所得税的政策执行情况报送市局（所得税处）。（     ）|正确|错误||||1||||||
香港特别行政区税务主管当局为香港居民就某一公历年度出具的居民身份证明书，可用作证明该香港居民在该公历年度及其后连续两个公历年度的香港居民身份。如有关香港居民的情况发生变化，不再符合享受《安排》待遇条件，则原适用于该公历年度的居民身份证明书不能用作证明其在情况发生变化后的香港居民身份。|正确|错误||||1||||||
资源税从价计征改革及水资源税改革试点，自2016年7月1日起实施。（     ）              |正确|错误||||1||||||
各省级人民政府应当按《改革通知》要求提出或确定本地区资源税适用税率。（       ）|正确|错误||||1||||||
纳税人用已纳资源税的应税产品进一步加工应税产品销售的，不再缴纳资源税。（      ）|正确|错误||||1||||||
将原资源税两张纳税申报表修订为一张主表、三张附表，既适用于从价定率征收的纳税人填报，也适用于从量定额征收的纳税人填报。（       ）|正确|错误||||1||||||
2016年1月1日至2018年12月31日对城市公交站场、道路客运站场、城市轨道交通系统运营用地，免征城镇土地使用税。  （      ） |正确|错误||||1||||||
2016年1月1日至2018年12月31日，对饮水工程运营管理单位（指负责饮水工程运营管理的自来水公司、供水公司、供水（总）站（厂、中心）、村集体、农民用水合作组织等单位）为建设饮水工程（指为农村居民提供生活用水而建设的供水工程设施）而承受土地使用权，免征契税。（      ）|正确|错误||||1||||||
2016年1月1日至2018年12月31日，对饮水工程运营管理单位（指负责饮水工程运营管理的自来水公司、供水公司、供水（总）站（厂、中心）、村集体、农民用水合作组织等单位）自用的生产、办公用房产、土地，免征房产税、城镇土地使用税。（      ）|正确|错误||||1||||||
2016年1月1日至2018年12月31日，对饮水工程运营管理单位（指负责饮水工程运营管理的自来水公司、供水公司、供水（总）站（厂、中心）、村集体、农民用水合作组织等单位）向农村居民提供生活用水取得的自来水销售收入，免征增值税。（      ）|正确|错误||||1||||||
2016年1月1日至2018年12月31日，对于既向城镇居民供水，又向农村居民供水的饮水工程运营管理单位，依据向农村居民供水收入占总供水收入的比例免征增值税；依据向农村居民供水量占总供水量的比例免征契税、印花税、房产税和城镇土地使用税。无法提供具体比例或所提供数据不实的，不得享受上述税收优惠政策。（      ）|正确|错误||||1||||||
